"","Station_S1","S1","Date_S1","Orbit","angle","LIA_Deg","NDMI_L8","NDVI","NDVI_L8","RVI","ST_B10","VH","VH_multilook","VH_VV","VV","VV_multilook","VV_VH","Date_GTD","landuse","sd_obs_02","obs_02","sd_obs_05","obs_05","elevation","latitude","longitude","slope"
"1158","B3","S1A_IW_GRDH_1SDV_20220520T052724_20220520T052749_043290_052B73_22A5_168",2022-05-20 05:27:24,"168",38.7356872558594,46.2520991574289,0.210549592971802,5986,0.439814388751984,2.36195588553654,41915,-10.5590196594381,-17.5170362091519,1.44193667599129,-7.66718811558618,-12.1482701014658,0.69351173088966,2022-05-20 07:22:30,"me",1.76174375873059e-05,0.1461991625,2.82842712474509e-05,0.26979,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1163","B3","S1B_IW_GRDH_1SDV_20200909T052614_20200909T052639_023294_02C3D5_41C1_168",2020-09-09 05:26:14,"168",38.9040603637695,46.8271541693441,0.123735792934895,7844,0.371552139520645,2.41858634114396,42910,-18.117300073192,-17.4489862882636,1.5293824785183,-9.42861074080038,-11.4091710434453,0.653858674364322,2020-09-09 07:22:30,"me",1.23040571125365e-05,0.1162174875,0.000363220865511402,0.21345665,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1164","B3","S1B_IW_GRDH_1SDV_20200724T171432_20200724T171457_022616_02AEC5_C7DF_15",2020-07-24 17:14:32,"15",44.7462005615234,41.9327784436548,0.103034272789955,7387,0.362178176641464,2.63550090854664,44918,-20.8596413930256,-14.2539243941515,1.93147868331632,-10.1348842476812,-7.3797989681552,0.517738046315384,2020-07-24 19:07:30,"me",0.000326980393601818,0.067524995,6.60621447145154e-06,0.09759416125,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1175","B3","S1B_IW_GRDH_1SDV_20200723T052611_20200723T052636_022594_02AE21_A363_168",2020-07-23 05:26:11,"168",38.9040832519531,46.826834900111,0.103034272789955,7387,0.362178176641464,2.38231908223897,44918,-12.8662613703286,-16.8693073091378,1.4726755172066,-6.37528487195935,-11.4548704803185,0.679036208802342,2020-07-23 07:22:30,"me",1.62307278575449e-05,0.06062499875,1.55332730430031e-05,0.097669995,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1182","B3","S1B_IW_GRDH_1SDV_20200921T052615_20200921T052640_023469_02C94E_5B6B_168",2020-09-21 05:26:15,"168",38.903507232666,46.8265797285866,0.138488531112671,7844,0.343893438577652,2.41748131064363,40374,-16.3879895949182,-18.8321210129373,1.52761627834351,-9.98781730523807,-12.3277823625696,0.654614653022921,2020-09-21 07:22:30,"me",0.000165379241955096,0.07993832875,0.000357094292269454,0.198844175,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1184","B3","S1A_IW_GRDH_1SDV_20220901T170720_20220901T170745_044814_055A19_AD07_117",2022-09-01 17:07:20,"117",35.461067199707,33.291216333874,0.0665802657604218,7201,0.313385188579559,2.6568049986766,42741,-14.9648205963453,-15.8382850859822,1.97797415569514,-8.49154260718125,-8.00732660756936,0.50556777858837,2022-09-01 19:07:30,"me",0.000216933491387831,0.052179995,1.79746074366033e-05,0.07900583375,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1185","B3","S1B_IW_GRDH_1SDV_20210924T170645_20210924T170710_028843_037130_4AB3_117",2021-09-24 17:06:45,"117",34.9033660888672,33.3531382624603,0.146076664328575,7389,0.383759796619415,2.63185999122456,41712,-14.4224655511229,-14.2809170509227,1.92367738268264,-7.92168834847044,-7.42375887946834,0.519837686403247,2021-09-24 19:07:30,"me",0.000265612322218465,0.101605,0.00105994971444066,0.216505,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1187","B3","S1A_IW_GRDH_1SDV_20220613T052726_20220613T052751_043640_0535D2_8BC2_168",2022-06-13 05:27:26,"168",38.7235870361328,46.2374871658975,0.210549592971802,7496,0.439814388751984,2.44911331752688,41915,-15.6011728597609,-17.2379350585191,1.57916973896597,-12.2137064450033,-10.9158215441783,0.633244150597006,2022-06-13 07:22:30,"me",0.000137989046537341,0.1421391625,0.000245672772707928,0.2328933375,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1188","B3","S1B_IW_GRDH_1SDV_20201108T052615_20201108T052640_024169_02DF1E_F402_168",2020-11-08 05:26:15,"168",38.9037475585938,46.8259836167478,0.0701723769307137,6750,0.275206446647644,2.46253005070053,38622,-17.6192587853357,-18.6771679776748,1.6016768664796,-7.55476392022151,-11.6610087643497,0.624345659807116,2020-11-08 06:22:30,"me",9.7252157522855e-06,0.1809191375,8.30090356529287e-06,0.331905825,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1189","B3","S1A_IW_GRDH_1SDV_20210626T170710_20210626T170735_038514_048B85_E669_117",2021-06-26 17:07:10,"117",35.445873260498,33.2757084641513,0.203296288847923,7568,0.44437050819397,2.62017884384757,42674,-15.3869509071973,-14.1484520431441,1.8989264167784,-9.96615424117453,-7.45076371476649,0.526613349082023,2021-06-26 19:07:30,"me",0.000279635892798245,0.06478416625,0.000286379424689888,0.10007582,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1190","B3","S1B_IW_GRDH_1SDV_20210731T171439_20210731T171504_028041_035850_3F99_15",2021-07-31 17:14:39,"15",44.7495994567871,41.9357567448286,0.18353196978569,7774,0.430642634630203,2.58977506824564,42592,-21.6828241852096,-14.5555010339507,1.83642694858889,-11.0279624045018,-7.9259896752959,0.544535681513713,2021-07-31 19:07:30,"me",0.00162848283682127,0.2564499875,0.00204423779438695,0.3780675,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1191","B3","S1A_IW_GRDH_1SDV_20220719T052728_20220719T052753_044165_054588_53BB_168",2022-07-19 05:27:28,"168",38.7307243347168,46.2450854616112,0.109057493507862,7283,0.363893926143646,2.45536288659008,45221,-15.6636278221189,-17.7359070409038,1.58960500513267,-7.497883639803,-11.1574302947187,0.62908709822321,2022-07-19 07:22:30,"me",0.000235270838544948,0.06015583125,8.31149591142831e-06,0.0884924975,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1195","B3","S1A_IW_GRDH_1SDV_20200810T052717_20200810T052742_033840_03EC7E_B5B9_168",2020-08-10 05:27:17,"168",38.733341217041,46.2474429395629,0.103034272789955,7412,0.362178176641464,2.40590056930579,44918,-15.1503325568217,-17.479043499249,1.50925376609541,-9.9362120069609,-11.5812488873021,0.662579098667482,2020-08-10 07:22:30,"me",0.000313423330562789,0.06266666375,1.15009005858563e-05,0.100925825,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1201","B3","S1B_IW_GRDH_1SDV_20201104T170626_20201104T170651_024118_02DD85_5BAA_117",2020-11-04 17:06:26,"117",35.614875793457,33.3681386184937,0.0701723769307137,6750,0.275206446647644,2.68711127952369,38622,-19.5108458268814,-15.7590032810796,2.04671670768015,-12.6467735093099,-7.69965048017888,0.48858740256899,2020-11-04 18:07:30,"me",0.000284554679342505,0.1952733375,3.45400802381431e-05,0.33974,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1202","B3","S1B_IW_GRDH_1SDV_20210726T170642_20210726T170707_027968_035639_DA5D_117",2021-07-26 17:06:42,"117",34.6857872009277,33.2284106954455,0.18353196978569,7774,0.430642634630203,2.66440896743721,42592,-20.6573223623236,-13.8339699130761,1.99492876372839,-12.4434040293364,-6.93456837387084,0.50127103191949,2021-07-26 19:07:30,"me",0.000585325090227645,0.2002800125,0.000297694421165164,0.3529533375,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1203","B3","S1A_IW_GRDH_1SDV_20200718T171526_20200718T171551_033512_03E220_D598_15",2020-07-18 17:15:26,"15",44.0369186401367,41.8101483239054,0.103034272789955,7387,0.362178176641464,2.5544432286413,44918,-17.4923203236829,-14.8732362136094,1.76709990174951,-11.6005950151894,-8.41674893359695,0.565898961914918,2020-07-18 19:22:30,"me",0.000305497078706511,0.06646833125,0.000321562506698597,0.1114275,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1205","B3","S1B_IW_GRDH_1SDV_20210917T171441_20210917T171506_028741_036E0B_F3B5_15",2021-09-17 17:14:41,"15",44.7494239807129,41.9356197647541,0.146076664328575,7389,0.383759796619415,2.56156270000465,41712,-17.4197588784179,-15.2106016850646,1.78079552025864,-12.1061891750923,-8.54146448147814,0.561546785480885,2021-09-17 19:07:30,"me",0.000259811677841579,0.099434995,0.000450892220056125,0.2070883375,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1208","B3","S1A_IW_GRDH_1SDV_20210911T171535_20210911T171600_039637_04AFA1_9087_15",2021-09-11 17:15:35,"15",44.034595489502,41.8143936582664,0.146076664328575,7561,0.383759796619415,2.59246415285638,41712,-18.6897833039766,-15.8873011213199,1.84184591683217,-14.4932532918783,-8.62574929646927,0.542933581393127,2021-09-11 19:22:30,"me",0.000285788068102293,0.07682416125,2.19725803153487e-05,0.12882,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1209","B3","S1A_IW_GRDH_1SDV_20210712T052721_20210712T052746_038740_049246_5F73_168",2021-07-12 05:27:21,"168",38.7288818359375,46.2422648623952,0.203296288847923,7774,0.44437050819397,2.4287775411441,42674,-14.2804367850755,-17.101703446223,1.54578845755083,-8.06082322381962,-11.0634177417259,0.646919049702578,2021-07-12 07:22:30,"me",2.41059232495732e-05,0.1071683125,0.000304089312244652,0.1380641875,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1211","B3","S1B_IW_GRDH_1SDV_20210928T052621_20210928T052646_028894_0372C3_6F3D_168",2021-09-28 05:26:21,"168",38.9052848815918,46.8273237759148,0.146076664328575,7389,0.383759796619415,2.43116414430432,41712,-13.8882858889427,-18.7688174242725,1.54966125708941,-12.9238786452065,-12.1115613740801,0.645302317151692,2021-09-28 07:22:30,"me",7.13052993422379e-06,0.09515333,0.000292654749967553,0.1956241625,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1212","B3","S1A_IW_GRDH_1SDV_20210923T171536_20210923T171601_039812_04B582_E401_15",2021-09-23 17:15:36,"15",44.0290031433105,41.8062257134742,0.146076664328575,7389,0.383759796619415,2.60799425549959,41712,-15.8532589708447,-16.1070040860889,1.87355135982976,-8.88184417327977,-8.59704432525001,0.533745709586986,2021-09-23 19:22:30,"me",2.87391190589738e-05,0.1081766625,0.000245167841925252,0.231898325,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1215","B3","S1A_IW_GRDH_1SDV_20210713T171532_20210713T171557_038762_0492ED_07DD_15",2021-07-13 17:15:32,"15",44.032169342041,41.8091089371921,0.203296288847923,7774,0.44437050819397,2.61255486691826,42674,-18.5187797115963,-14.7481465409298,1.88299688731861,-12.9064976414638,-7.83227345740925,0.531068323444763,2021-07-13 19:22:30,"me",0.000522186422479018,0.1365091625,0.000607940617253973,0.1648916625,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1216","B3","S1A_IW_GRDH_1SDV_20210805T052723_20210805T052748_039090_049CCC_71EB_168",2021-08-05 05:27:23,"168",38.7288017272949,46.2423629220592,0.19884267449379,7774,0.38985487818718,2.45636574740097,43014,-13.9960642528085,-17.0008103790751,1.59128740714659,-10.9259922850963,-10.683683100063,0.628421990590088,2021-08-05 07:22:30,"me",0.0016387551606108,0.306963325,0.00117163323849049,0.4154666625,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1217","B3","S1A_IW_GRDH_1SDV_20210922T052725_20210922T052750_039790_04B4CC_B78B_168",2021-09-22 05:27:25,"168",38.7305793762207,46.2445886095687,0.146076664328575,7389,0.383759796619415,2.46063464462095,41712,-15.0272698947146,-18.2612262594089,1.59847344623073,-10.4690970360003,-11.4241661645801,0.625596879546571,2021-09-22 07:22:30,"me",1.22156734800604e-05,0.1205416625,0.000617531671830921,0.2594075,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1223","B3","S1A_IW_GRDH_1SDV_20220820T170720_20220820T170745_044639_055432_8B7E_117",2022-08-20 17:07:20,"117",35.4551200866699,33.2846610794723,0.0665802657604218,7790,0.313385188579559,2.62092876802115,42741,-15.7144592177635,-14.2027017316245,1.90050282193207,-7.77317022556794,-7.47312846249075,0.526176540471216,2022-08-20 19:07:30,"me",0.000228175343353056,0.08551083,4.96263880698299e-06,0.08970415875,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1226","B3","S1A_IW_GRDH_1SDV_20200904T171529_20200904T171554_034212_03F991_D3BE_15",2020-09-04 17:15:29,"15",44.0351600646973,41.8087074244873,0.123735792934895,7844,0.371552139520645,2.5453993616628,42910,-18.6681293729827,-14.9990356933592,1.74989567210182,-8.55099349608146,-8.5713885304623,0.571462639712051,2020-09-04 19:22:30,"me",0.00036943532093637,0.09381082875,1.91539440175831e-05,0.175715825,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1230","B3","S1A_IW_GRDH_1SDV_20220808T170719_20220808T170744_044464_054E50_D8BE_117",2022-08-08 17:07:19,"117",35.4566192626953,33.285929774485,0.122208282351494,7451,0.353647470474243,2.70912326147962,43673,-17.973828678573,-14.0369685785269,2.09866920724348,-8.94716968671964,-6.68850933252315,0.47649243460977,2022-08-08 19:07:30,"me",0.000636802217566974,0.09465416125,5.72262364904164e-05,0.110990825,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1232","B3","S1A_IW_GRDH_1SDV_20210724T052722_20210724T052747_038915_049781_F89B_168",2021-07-24 05:27:22,"168",38.7303848266602,46.2438371601856,0.18353196978569,7774,0.430642634630203,2.45984332079774,42592,-15.5018500026672,-16.7165947205999,1.59713836521608,-8.74275423176549,-10.4665914266847,0.626119828925846,2021-07-24 07:22:30,"me",0.000369883102914187,0.1508349875,0.000194106111904207,0.2979741625,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1236","B3","S1B_IW_GRDH_1SDV_20210702T170628_20210702T170653_027618_034BD8_4B2A_117",2021-07-02 17:06:28,"117",35.5383033752441,33.3069065544388,0.203296288847923,7568,0.44437050819397,2.57117666833336,42674,-17.460278013513,-12.9650133591198,1.79950635697854,-11.5131684419638,-7.20476107730387,0.555707956308113,2021-07-02 19:07:30,"me",0.000325798791269793,0.0634108325,2.41068066484484e-05,0.09385166875,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1237","B3","S1A_IW_GRDH_1SDV_20220906T171542_20220906T171607_044887_055C8B_F03E_15",2022-09-06 17:15:42,"15",44.0438499450684,41.8206013182884,0.0293041281402111,7201,0.294932126998901,2.52960317428604,41146,-22.5750336827705,-15.9205775033109,1.72035407724563,-11.5156264254209,-9.25424464294032,0.581275688084542,2022-09-06 19:22:30,"me",0.000302359798300918,0.05732583,1.27204379978477e-05,0.08211166,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1238","B3","S1B_IW_GRDH_1SDV_20201128T170626_20201128T170651_024468_02E88E_273E_117",2020-11-28 17:06:26,"117",35.608943939209,33.3625528582271,0.0701723769307137,4961,0.275206446647644,2.63964997630632,38622,-21.611119932819,-16.2235530607677,1.9404196937043,-14.561479704496,-8.3608474565606,0.51535242774772,2020-11-28 18:07:30,"me",0.00104778995705587,0.1299083375,0,0.3065,1927,46.6916886069162,10.5918109362322,17.0293006896973
"1247","I1","S1B_IW_GRDH_1SDV_20201120T052615_20201120T052640_024344_02E49B_1934_168",2020-11-20 05:26:15,"168",38.9464263916016,48.3627801702388,0.0945533588528633,5710,0.390933185815811,2.38303158690216,40100,-23.0603752534031,-22.8801986282542,1.47376508260707,-12.861525473265,-15.5249970964025,0.678534192322572,2020-11-20 06:22:30,"me",9.67622958840826e-05,0.25544555,0.000101071465758105,0.290460275,1482,46.6871071989672,10.5796836798966,17.196231842041
"1253","I1","S1A_IW_GRDH_1SDV_20220504T170712_20220504T170737_043064_05247C_AB77_117",2022-05-04 17:07:12,"117",35.3808364868164,35.2358272772587,0.150362804532051,5247,0.399033814668655,2.7828550495147,45603,-17.1771950418347,-15.9983403928627,2.28637932434022,-8.36902704562183,-6.99723804468853,0.437372744476059,2022-05-04 19:07:30,"me",0.000117645929644564,0.13090555,0.000396223753109742,0.07850860625,1482,46.6871071989672,10.5796836798966,17.196231842041
"1256","I1","S1A_IW_GRDH_1SDV_20220715T170718_20220715T170743_044114_0543FE_CAB1_117",2022-07-15 17:07:18,"117",35.3870239257812,35.2414240933922,0.129287466406822,7554,0.389370888471603,2.51399606881631,46594,-18.5622335414101,-16.2606537190999,1.69178291931823,-11.7324302840107,-9.61154858192603,0.591092384596829,2022-07-15 19:07:30,"me",0.000422447109237368,0.114893329583333,0.00758912030814352,0.108468609166667,1482,46.6871071989672,10.5796836798966,17.196231842041
"1257","I1","S1A_IW_GRDH_1SDV_20211105T170715_20211105T170740_040439_04CB65_E690_117",2021-11-05 17:07:15,"117",35.3825531005859,35.2396455301812,0.0572126917541027,7100,0.356781870126724,2.87084094583551,40519,-18.2319410424811,-16.3671581186649,2.54245930654984,-9.68539548999632,-6.43753002319453,0.393319962850072,2021-11-05 18:07:30,"me",0.000519073873672348,0.375733320833333,0.000234809608791862,0.344141933333333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1261","I1","S1A_IW_GRDH_1SDV_20220329T170711_20220329T170736_042539_0512FB_E712_117",2022-03-29 17:07:11,"117",35.3869667053223,35.2415033115265,0.0468082875013351,3903,0.254445612430573,2.57732322925907,41554,-16.7680319147211,-18.0172439249931,1.81160139974506,-12.9346062433905,-9.94547913659624,0.551997807100791,2022-03-29 19:07:30,"me",0.000261220680960947,0.0998758245833333,9.46812342202221e-05,0.1126063875,1482,46.6871071989672,10.5796836798966,17.196231842041
"1264","I1","S1A_IW_GRDH_1SDV_20220801T171539_20220801T171604_044362_054B51_5F8F_15",2022-08-01 17:15:39,"15",43.9788818359375,43.5358757723663,0.323734998703003,7554,0.522340059280396,2.39947120383399,43075,-19.2779876944044,-16.9214783248269,1.49917402897205,-10.6290940090281,-11.2872008171256,0.667033967154352,2022-08-01 19:22:30,"me",0.000826997446290227,0.206995554166667,0.000412725272302053,0.157049725,1482,46.6871071989672,10.5796836798966,17.196231842041
"1265","I1","S1A_IW_GRDH_1SDV_20230228T170717_20230228T170742_047439_05B200_5B02_117",2023-02-28 17:07:17,"117",35.3924560546875,35.2480183018165,0.0715275928378105,3888,0.273647099733353,2.72636021792084,38153,-20.5167670047588,-18.7800743690895,2.14060541786012,-14.0886835116732,-8.77325368440074,0.467157558163924,2023-02-28 18:07:30,"me",0.000569489819508442,0.207103041666667,0.000114517084051546,0.204666933333333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1271","I1","S1B_IW_GRDH_1SDV_20211209T052634_20211209T052659_029944_039327_F1AF_168",2021-12-09 05:26:34,"168",38.3769187927246,47.4298727011205,0.0159187652170658,5072,0.3121617436409,2.43356649712739,37247,-23.1784526807896,-24.8614674020275,1.55357153218735,-14.7175583163757,-16.0027825477877,0.643678117989232,2021-12-09 06:22:30,"me",0.000180638840712032,0.3355074875,5.34695861852879e-05,0.310352770833333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1272","I1","S1B_IW_GRDH_1SDV_20201121T171435_20201121T171500_024366_02E54E_9CDF_15",2020-11-21 17:14:35,"15",44.6956787109375,43.4699843845247,0.0945533588528633,5710,0.390933185815811,2.61719412050199,40100,-19.3054735184379,-20.0951058329358,1.89266921648618,-14.5680875474531,-10.6173364357049,0.528354342792419,2020-11-21 18:07:30,"me",0.000133313027918168,0.243708325,6.93885515864568e-05,0.284550554166667,1482,46.6871071989672,10.5796836798966,17.196231842041
"1276","I1","S1A_IW_GRDH_1SDV_20210725T171533_20210725T171558_038937_049829_8E6E_15",2021-07-25 17:15:33,"15",43.9720878601074,43.5290645995553,0.324811398983002,7635,0.541867673397064,2.52279597656922,43189,-16.4569891244801,-16.1071217656431,1.70781824078036,-8.11114765887201,-9.43140281619382,0.585542404994494,2021-07-25 19:22:30,"me",0.000495128476512757,0.360400833333334,0.000425118742679016,0.280750554166667,1482,46.6871071989672,10.5796836798966,17.196231842041
"1282","I1","S1A_IW_GRDH_1SDV_20220703T170717_20220703T170742_043939_053EC1_C54A_117",2022-07-03 17:07:17,"117",35.3896598815918,35.2437656050465,0.129287466406822,7221,0.389370888471603,2.49805830967475,46594,-15.9963957668205,-15.7506712301039,1.66321923531785,-13.3152258416271,-9.46999102442069,0.601243647719655,2022-07-03 19:07:30,"me",0.000533506968442688,0.233981379166667,0.000503837447252512,0.210876108333333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1284","I1","S1A_IW_GRDH_1SDV_20221105T171542_20221105T171607_045762_05793E_E53F_15",2022-11-05 17:15:42,"15",43.9725456237793,43.5343241723753,0.179857954382896,6290,0.418148308992386,2.62334170152563,39239,-20.7004852609496,-17.6061449965406,1.90558666913413,-12.4422762148114,-9.23922552656218,0.524772772709618,2022-11-05 18:22:30,"me",0.000208837266143301,0.384056375,0.000331542794647469,0.318208325,1482,46.6871071989672,10.5796836798966,17.196231842041
"1286","I1","S1A_IW_GRDH_1SDV_20220322T171532_20220322T171557_042437_050F75_A314_15",2022-03-22 17:15:32,"15",43.983211517334,43.5402348388047,0.00778316566720604,3903,0.261571973562241,2.47281511883785,43309,-11.6409995233866,-18.8934052694921,1.61919827084466,-5.23915230033744,-11.6683704581999,0.617589592334697,2022-03-22 18:22:30,"me",0.000433706660796236,0.13658,0.000138605267356414,0.157404995833333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1287","I1","S1A_IW_GRDH_1SDV_20221007T170721_20221007T170746_045339_056BBA_428D_117",2022-10-07 17:07:21,"117",35.3835792541504,35.2387994599258,0.114199191331863,7057,0.378266513347626,2.70199313504884,41955,-18.6663536932837,-17.1997353442692,2.08164780018363,-11.2557382113495,-8.2625578365139,0.480388661286402,2022-10-07 19:07:30,"me",0.000739122097169268,0.259088891666667,0.000397578316708211,0.2116080625,1482,46.6871071989672,10.5796836798966,17.196231842041
"1291","I1","S1B_IW_GRDH_1SDV_20211210T171440_20211210T171505_029966_0393D1_802F_15",2021-12-10 17:14:40,"15",44.6954689025879,43.4714987649353,0.0159187652170658,5072,0.3121617436409,2.63361035772711,37247,-19.302110622294,-21.3285134618217,1.92742265913717,-10.5412554448525,-11.0658206495142,0.518827562423522,2021-12-10 18:07:30,"me",0,0.3393,0.000195366178319161,0.3122866625,1482,46.6871071989672,10.5796836798966,17.196231842041
"1294","I1","S1A_IW_GRDH_1SDV_20220917T052731_20220917T052756_045040_0561A9_43D7_168",2022-09-17 05:27:31,"168",38.7809677124023,47.6485824385957,0.0457423329353333,6597,0.329527020454407,2.31355422217464,43125,-20.1637021695323,-21.0724798118386,1.37185212391349,-16.2569521225398,-15.3606058878453,0.728941540103679,2022-09-17 07:22:30,"me",0.000263828552998166,0.2140863875,0.000183908691489829,0.1695469375,1482,46.6871071989672,10.5796836798966,17.196231842041
"1302","I1","S1B_IW_GRDH_1SDV_20201109T171435_20201109T171500_024191_02DFC6_E962_15",2020-11-09 17:14:35,"15",44.693733215332,43.4715939451113,0.0945533588528633,6321,0.390933185815811,2.57662055329284,40100,-15.9354047504318,-17.2976711457702,1.81021340391951,-11.8343974710865,-9.55559775898078,0.552421055901355,2020-11-09 18:07:30,"me",0.000107866246909002,0.298421941666667,0.0004112946180506,0.346914445833333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1303","I1","S1B_IW_GRDH_1SDV_20210718T052617_20210718T052642_027844_035293_EC08_168",2021-07-18 05:26:17,"168",38.9529685974121,48.3700968926035,0.324811398983002,7635,0.541867673397064,2.3890319223356,43189,-17.9483787167609,-19.3577651601066,1.48297905803276,-14.4832570430731,-13.0532963734401,0.674318355733592,2021-07-18 07:22:30,"me",0.000421322356674787,0.385169720833333,0.000360949941100026,0.323380820833333,1482,46.6871071989672,10.5796836798966,17.196231842041
"1311","I1","S1A_IW_GRDH_1SDV_20201126T052719_20201126T052744_035415_042383_82A1_168",2020-11-26 05:27:19,"168",38.7836647033691,47.6514363923234,0.0945533588528633,5710,0.390933185815811,2.37213257284877,40100,-19.9747571230815,-23.3739376913299,1.45720255426451,-15.8137469595552,-16.0402804832629,0.686246395241,2020-11-26 06:22:30,"me",0.000361273941591568,0.228149441666667,1.88561808318826e-05,0.27694,1482,46.6871071989672,10.5796836798966,17.196231842041
"1316","I1","S1A_IW_GRDH_1SDV_20201103T171530_20201103T171555_035087_041825_351D_15",2020-11-03 17:15:30,"15",43.9818534851074,43.53355039112,0.0945533588528633,6321,0.390933185815811,2.62158653095244,40100,-17.8352482050164,-16.9331810994631,1.90188690826119,-10.9573348266848,-8.90335856769964,0.525793618777393,2020-11-03 18:22:30,"me",7.68157634078496e-05,0.345200275,0.000122597900950778,0.378615275,1482,46.6871071989672,10.5796836798966,17.196231842041
"1317","I1","S1A_IW_GRDH_1SDV_20220402T052722_20220402T052747_042590_0514A4_9DA3_168",2022-04-02 05:27:22,"168",38.772144317627,47.6386607684325,0.0468082875013351,3903,0.254445612430573,2.40629568123427,41554,-21.5203967489215,-24.5395783253222,1.5098758614759,-15.0052167365705,-16.2527125252104,0.662306104438616,2022-04-02 07:22:30,"me",0.000110222262446839,0.107420555833333,2.75699172956166e-05,0.113655005,1482,46.6871071989672,10.5796836798966,17.196231842041
"1322","I1","S1A_IW_GRDH_1SDV_20221012T171542_20221012T171607_045412_056E2B_6FBE_15",2022-10-12 17:15:42,"15",43.9699821472168,43.5280027315475,0.114199191331863,7057,0.378266513347626,2.54777571441651,41955,-15.5375675626096,-17.5945275520087,1.75439547438283,-8.93111124513842,-10.0288263444126,0.569996910389765,2022-10-12 19:22:30,"me",0.000102085969062228,0.369329433333333,0.000232930434979458,0.284665275,1482,46.6871071989672,10.5796836798966,17.196231842041
"1329","I1","S1A_IW_GRDH_1SDV_20220930T171542_20220930T171607_045237_056843_637A_15",2022-09-30 17:15:42,"15",43.9816665649414,43.5425264483443,0.114199191331863,7057,0.378266513347626,2.59573936437613,41955,-16.8938241191782,-17.8285719107296,1.84847406423447,-13.536586814418,-9.64502140207906,0.540986762729689,2022-09-30 19:22:30,"me",0.000532541016212405,0.3449913875,0.000114747111524011,0.275584441666667,1482,46.6871071989672,10.5796836798966,17.196231842041
"1339","I1","S1B_IW_GRDH_1SDV_20211217T170644_20211217T170709_030068_039713_4AA9_117",2021-12-17 17:06:44,"117",34.5985641479492,35.4068930097252,0.0159187652170658,5072,0.3121617436409,2.86152010196327,37247,-19.3711909466356,-16.9486190981866,2.51345685321092,-9.29011315982999,-6.74315100198952,0.397858430998133,2021-12-17 18:07:30,"me",0.00015483551615642,0.373160275,0.000241110586455301,0.349948054166667,1482,46.6871071989672,10.5796836798966,17.196231842041
"1340","I1","S1A_IW_GRDH_1SDV_20220427T171533_20220427T171558_042962_052109_B6C9_15",2022-04-27 17:15:33,"15",43.9770889282227,43.5338685481864,-0.0173344984650612,5247,0.273769825696945,2.47004362750227,44429,-15.8133335569006,-17.8865587359288,1.61445363534765,-5.37783477441451,-11.0790166681233,0.61940459490784,2022-04-27 19:22:30,"me",0.000625377224217245,0.0959961104166667,0.000153839131015318,0.07626694125,1482,46.6871071989672,10.5796836798966,17.196231842041
"1345","I1","S1A_IW_GRDH_1SDV_20220918T171541_20220918T171606_045062_056267_F750_15",2022-09-18 17:15:41,"15",43.9777412414551,43.535353123844,0.0457423329353333,6597,0.329527020454407,2.42694386806286,43125,-16.1956989122971,-17.9847013662026,1.54282089417508,-12.0372234918393,-11.6570247616582,0.648163376433064,2022-09-18 19:22:30,"me",0.000342479948665788,0.181468883333333,0.000224875226101428,0.14972721875,1482,46.6871071989672,10.5796836798966,17.196231842041
